Index,URL,Claim,Argument,Pro_Con,Words
151,https://www.kialo.com/is-science-akin-to-religion-32184,Science is akin to religion,"Science is being turned into a religion by the people who have the urge to believe things rather than to understand them. Science per se' is based only on verifiable and measurable observations of the nature, but nowadays too many religious people are tainting science with their belief-based view of the world, suppressing the scientific curiosity and fundamentals, which are the defining points of difference",pro,65
152,https://www.kialo.com/is-science-akin-to-religion-32184,Science is akin to religion,Science is highly dynamic and constantly evolving; religions are usually static and conservatory,con,13
153,https://www.kialo.com/is-science-akin-to-religion-32184,Science is akin to religion,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",con,18
154,https://www.kialo.com/is-science-akin-to-religion-32184,Science is akin to religion,Science and religion serve different functions in society,con,8
155,https://www.kialo.com/is-science-akin-to-religion-32184,Science is akin to religion,"Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",con,20
156,https://www.kialo.com/is-science-akin-to-religion-32184,Science is akin to religion,Integral Theory by Ken Wilber is an excellent description of the relation between Science and Religion,con,16
157,https://www.kialo.com/is-science-akin-to-religion-32184,Science is akin to religion,"There exist many kinds of different religions, some are akin to science, and some are not",con,16
158,https://www.kialo.com/is-science-akin-to-religion-32184,Science is akin to religion,Science has a very high success rate in estimating the outcome of its predictions which are proven by technology inventions improving lives. No religion could demonstrate its predictions with that kind of accuracy or success rate,con,36
159,https://www.kialo.com/do-video-games-have-a-positive-effect-on-society-7702,Video games have a positive impact on society,"Video games add beauty, entertainment, and joy to society",pro,9
160,https://www.kialo.com/do-video-games-have-a-positive-effect-on-society-7702,Video games have a positive impact on society,Video games create economic opportunities and support the economy,pro,9
161,https://www.kialo.com/do-video-games-have-a-positive-effect-on-society-7702,Video games have a positive impact on society,Video games create unique opportunities for groups of people to work and play together,pro,14
162,https://www.kialo.com/do-video-games-have-a-positive-effect-on-society-7702,Video games have a positive impact on society,Video games may promote aggressive and violent behavior,con,8
163,https://www.kialo.com/do-video-games-have-a-positive-effect-on-society-7702,Video games have a positive impact on society,Video games are addictive and promote unhealthy habits and lifestyles,con,10
164,https://www.kialo.com/do-video-games-have-a-positive-effect-on-society-7702,Video games have a positive impact on society,Video games detract from learning and education,con,7
165,https://www.kialo.com/the-use-of-plastic-should-be-avoided-9344,The use of plastic should be avoided,"The less plastic we use, the less plastic pollution there will be",pro,12
166,https://www.kialo.com/the-use-of-plastic-should-be-avoided-9344,The use of plastic should be avoided,"The less plastic we use, the less plastic we need to produce",pro,12
167,https://www.kialo.com/the-use-of-plastic-should-be-avoided-9344,The use of plastic should be avoided,"Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",pro,13
168,https://www.kialo.com/the-use-of-plastic-should-be-avoided-9344,The use of plastic should be avoided,The production of plastic contributes to global warming,pro,8
169,https://www.kialo.com/the-use-of-plastic-should-be-avoided-9344,The use of plastic should be avoided,This is unrealistic as pretty much everything is made of or contains plastic,con,13
170,https://www.kialo.com/the-use-of-plastic-should-be-avoided-9344,The use of plastic should be avoided,One person cannot make a difference,con,6
171,https://www.kialo.com/the-use-of-plastic-should-be-avoided-9344,The use of plastic should be avoided,The alternatives to using plastic are too expensive,con,8
172,https://www.kialo.com/the-use-of-plastic-should-be-avoided-9344,The use of plastic should be avoided,"As long as it is reusable, there is nothing wrong with plastic",con,12
173,https://www.kialo.com/the-use-of-plastic-should-be-avoided-9344,The use of plastic should be avoided,Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to,con,16
174,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,The effects of global warming directly threaten the land and environment that humans need to live,pro,16
175,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,Animal species have already started to become extinct. Human extinction is likely to follow,pro,14
176,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,Climate change cause food security problems,pro,6
177,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,"If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",pro,18
178,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,"Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",pro,20
179,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,"While the human species might survive in special shelters, most of human culture (e.g. kindness) might go extinct during the battles for scarce resources and spots in shelters. While this is technically not an extinction, it might be an extinction of what we now know as human qualities",pro,48
180,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,"As our realization of what our over use of carbon based energy sources is slowly, very slowly sinking through even the thickest of craniums I feel we may just be on time to avert a total disaster",pro,37
181,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,Climate Change is slow. We can adapt within that timeframe,con,10
182,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,Evidences and statistics suggest that actions taken by us are enough to deal with major climate change,con,17
183,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,"Even if the Earth is hit by massive calamities, some humans will be able to go underground, build special shelters, or find some other way to continue the species in low numbers",con,32
184,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,Whilst the man made climate change has caused the demise of many animal species the human population continues to explode,con,20
185,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,"Climate change will not cause human extinction. Indeed human will find the solutions in order to survive, human brain is so powerful and so creative so it will not have problem for the most capable",con,35
186,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,"Given that many people already survive in in extreme temperatures, a few more degrees of extreme temperature is unlikely to threaten extinction",con,22
187,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,Man-made carbon emissions are likely to protect humans from another ice age,con,12
188,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,"There isn't any scientific evidence to support that claim. We risk the collapse of modern civilisation, which would see a dramatic drop in global population, the lower latitudes would be uninhabitable, but the northern latitudes would still be habitable in certain regions - just like in prehistoric times when the poles had tropical forests",con,54
189,https://www.kialo.com/will-man-made-climate-change-cause-human-extinction-31221,Man-made climate change will cause human extinction,"Climate change won't render every environment inhospitable, and places like northern Canada and Russia will become habitable, so complete extinction is impossible",con,22
190,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,Culture and technology differentiates humans from animals,pro,7
191,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,"Although on a biological continuum with other animals, it is humans' unique constellation of features (embodied form, idealizing imagination, cumulative culture and tools, language, advanced cognition, etc) that set them distinctly apart from other animals",pro,35
192,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,Humans are physically and biologically unique,pro,6
193,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,Humans are intellectually superior to other beings on Earth,pro,9
194,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,"Humans have ethics, morals, and spiritual beliefs",pro,7
195,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,Humans have a sense of self-awareness and individual identity,pro,9
196,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness,pro,16
197,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,You tell me. Do animals debate topics on a global platform that can reach other humans in less than 0.2 seconds?,pro,21
198,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",con,19
199,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,The traits regarded as fundamentally human are actually extensions of non-fundamental traits,con,12
200,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,Humans do not have enough comprehension about animal communication and reasoning to know for certain whether humans are fundamentally different from animals,con,22
201,https://www.kialo.com/are-humans-fundamentally-different-from-other-animals-9265,Humans are fundamentally different from other animals,Genetics prove humans are fundamentally very similar to other species,con,10
202,https://www.kialo.com/is-radiation-from-cell-phones-and-wi-fi-harmful-10180,Radiation from cell phones and Wi-Fi is harmful,Cell phone radiation may cause cancer,pro,6
203,https://www.kialo.com/is-radiation-from-cell-phones-and-wi-fi-harmful-10180,Radiation from cell phones and Wi-Fi is harmful,Pulsed radiation produced by GSM phones is more harmful than continuous radiation produced by CDMA phones,pro,16
204,https://www.kialo.com/is-radiation-from-cell-phones-and-wi-fi-harmful-10180,Radiation from cell phones and Wi-Fi is harmful,Cell phone radiation is absorbed more by children's brains than by adult's brains,pro,13
205,https://www.kialo.com/is-radiation-from-cell-phones-and-wi-fi-harmful-10180,Radiation from cell phones and Wi-Fi is harmful,Cell phone radiation increases the permeability of the blood-brain barrier,pro,10
206,https://www.kialo.com/is-radiation-from-cell-phones-and-wi-fi-harmful-10180,Radiation from cell phones and Wi-Fi is harmful,"If there were evidence for any serious harm caused, phones and Wi-Fi would not be widely available but restricted by customer protection laws",con,23
207,https://www.kialo.com/is-radiation-from-cell-phones-and-wi-fi-harmful-10180,Radiation from cell phones and Wi-Fi is harmful,The effects of cell phones and Wi-Fi are minimal at best,con,11
208,https://www.kialo.com/is-radiation-from-cell-phones-and-wi-fi-harmful-10180,Radiation from cell phones and Wi-Fi is harmful,"Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",con,14
209,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,Artists are not compensated for their contributions,pro,7
210,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,Images have been found that were very similar to AI-generated image. That is evidence that the images were stolen,pro,19
211,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,"If an artist’s name, unique title of a work, or other reference were used in a prompt, it is building directly on the artist’s work, and not compensating them",pro,29
212,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,These services are taking work away from artists! It’s opportunity theft,pro,11
213,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,These services in particular are making bank from user subscriptions. Some of that should go to the artists who—willingly or unwillingly—contributed to the model,pro,24
214,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,"Aspects of it are, if not theft, then certainly unethical. A machine that learns using uncredited and uncompensated artwork is essentially a tool being built from parts its owner didn't pay for",pro,32
215,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,"I think the word ""Theft"" is a bit leading. It's too narrow. Whether or not something is being literally stolen, the ethical ramifications need to be considered",pro,27
216,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,Many of these datasets use content that was not permitted to be used to train the AI,pro,17
217,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,"The outputs of any particular image can be checked for uniqueness, and rejected if too similar. So this is an implementation detail, and not a wholesale rejection of the premise",con,30
218,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,"People are more influenced by the works they see than the AI models are. (The number of images a given human can see is orders of magnitude less than what the model has been trained on.) We don’t charge the students who study and even mimic other works, we should not hold companies to the same standard",con,57
219,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,"Art produced by AI is, thus far, derivative and deconstructed, both of which are protected and neither require any compensation on the part of the owners of the original work; e.g. Andy Warhol doesn’t owe Campbell’s anything just because he painted their soup can",con,44
220,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,"“Theft” does a lot of heavy lifting as it implies not just the duplication of a product, but for the purpose of enjoying said product without having to pay the creator. A pirated movie is a potential lost sale. Training an AI does duplicate the product, but said product is effectively disassembled for parts so the AI can learn; inside the AI system, the work is no longer there, but is part of the amalgam of collected data",con,78
221,https://www.kialo.com/is-ai-art-theft-60905,Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet. Many people assert that this is theft. Is it so?,"Training the AI is not that different from humans training themselves. The work is used as a reference to learn techniques, both broad and precise, to create their own works. Copying Mickey Mouse is infringing on copyright. Drawing a mouse in the Disney house style is still an original - if unimaginative - distinct creation",con,55
222,https://www.kialo.com/should-religion-be-involved-in-politics-54660,Religion should be involved in politics,The involvement of religion in politics is necessary to ensure laws and policies are ethical,pro,15
223,https://www.kialo.com/should-religion-be-involved-in-politics-54660,Religion should be involved in politics,Many countries have deeply religious histories and cultures,pro,8
224,https://www.kialo.com/should-religion-be-involved-in-politics-54660,Religion should be involved in politics,"Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",pro,20
225,https://www.kialo.com/should-religion-be-involved-in-politics-54660,Religion should be involved in politics,"Religion has always been involved in politics, because religion forms our human basis for our moral and ethical framework. For example: It's illegal to murder another human being. This is universally true, and it comes from God. I can cite myriad other examples, in every country on Earth-- even those who specifically have laws that run COUNTER to religious doctrines or ideas. They've done so purposefully",pro,66
226,https://www.kialo.com/should-religion-be-involved-in-politics-54660,Religion should be involved in politics,The involvement of religion in politics would prove detrimental to all religions other than the dominant one claiming monopoly over the truth,con,22
227,https://www.kialo.com/should-religion-be-involved-in-politics-54660,Religion should be involved in politics,Involving religion in politics is antithetical to the principles of a secular democratic society,con,14
228,https://www.kialo.com/should-religion-be-involved-in-politics-54660,Religion should be involved in politics,Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army,con,15
229,https://www.kialo.com/lottery-should-be-an-integral-component-of-democratic-political-systems-10220,Lottery should be an integral component of democratic political systems,Politics would be more representative under a lottery system,pro,9
230,https://www.kialo.com/lottery-should-be-an-integral-component-of-democratic-political-systems-10220,Lottery should be an integral component of democratic political systems,Elections would be run better using a lottery system,pro,9
231,https://www.kialo.com/lottery-should-be-an-integral-component-of-democratic-political-systems-10220,Lottery should be an integral component of democratic political systems,Politicians elected via lottery would be better at their job,pro,10
232,https://www.kialo.com/lottery-should-be-an-integral-component-of-democratic-political-systems-10220,Lottery should be an integral component of democratic political systems,"This could cause a higher reliance on experts in their respective fields to guide policy decisions, because regular citizens will not have the requisite knowledge to create specific public policies",pro,30
233,https://www.kialo.com/lottery-should-be-an-integral-component-of-democratic-political-systems-10220,Lottery should be an integral component of democratic political systems,"There would be less corruption as every time the lottery happens, all the corruption would leave",pro,16
234,https://www.kialo.com/lottery-should-be-an-integral-component-of-democratic-political-systems-10220,Lottery should be an integral component of democratic political systems,"Political parties would cease to exist, which would be harmful to politics",con,12
235,https://www.kialo.com/lottery-should-be-an-integral-component-of-democratic-political-systems-10220,Lottery should be an integral component of democratic political systems,Representatives would not be held accountable for their actions,con,9
236,https://www.kialo.com/lottery-should-be-an-integral-component-of-democratic-political-systems-10220,Lottery should be an integral component of democratic political systems,Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared,con,16
237,https://www.kialo.com/lottery-should-be-an-integral-component-of-democratic-political-systems-10220,Lottery should be an integral component of democratic political systems,"The political tides would turn every time a new ""lottery"" takes place. It would be impossible to issue a multiple-decade plan for a government",con,24
238,https://www.kialo.com/is-social-media-helping-or-harming-human-relationships-5763,Social media is helping human relationships,"Social media has made it easier to communicate, improving the quality of communication",pro,13
239,https://www.kialo.com/is-social-media-helping-or-harming-human-relationships-5763,Social media is helping human relationships,Social media enriches human relationships,pro,5
240,https://www.kialo.com/is-social-media-helping-or-harming-human-relationships-5763,Social media is helping human relationships,Social media allows users to connect with more people,pro,9
241,https://www.kialo.com/is-social-media-helping-or-harming-human-relationships-5763,Social media is helping human relationships,Social media damages our face to face relationships,con,8
242,https://www.kialo.com/is-social-media-helping-or-harming-human-relationships-5763,Social media is helping human relationships,Social media is shown to induce depression in individuals,con,9
243,https://www.kialo.com/is-social-media-helping-or-harming-human-relationships-5763,Social media is helping human relationships,Social media promotes one-sided views and creates polarization,con,8
